Bioactivity_ID,Protein_Accession,Activity_Type,Activity_Qualifier,Bioassay_Data_Source,BioAssay_Name,Compound_Name,Target_Name,Target_Link,ECs,Representative_Protein_Accession,Cell_ID,Anatomy,dois,pmcids,pclids,citations,BioAssay_AID,Substance_SID,Compound_CID,refsid,Gene_ID,PMID,AidType,Last_Modified_Date,Has_Dose_Response_Curve,RNAi_BioAssay,Activity,Activity_Value,Taxonomy_ID,Target_Taxonomy_ID,Anatomy_ID
383117605,P07949,IC50,>,BindingDB,RET V804L Gatekeeper Mutant Assay  from US Patent US11279688: 'Inhibitors of RET',Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,,,,,1806406,438643801,129073603,,5979,,Confirmatory,20241112,0,0,Unspecified,0.100000,9606,,
383126040,P07949,IC50,>,BindingDB,Biochemical Activity Assay from US Patent US11279688: 'Inhibitors of RET',Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,,,,,1806405,438643801,129073603,,5979,,Confirmatory,20241112,0,0,Unspecified,0.100000,9606,,
385347589,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing CCDC6-RET-G810C incubated for 72 hrs by CCK8 assay,Pralsetinib,,,,,,,10.1016/j.ejmech.2023.115237,,35451621,"Wu K, He R, Li Z, Qiu K, Xiao G, Peng L, Meng X, Zheng C, Zhang Z, Cai Q. Discovery of 3,5-diaryl-1H-pyrazol-based ureas as potent RET inhibitors. European Journal of Medicinal Chemistry. 2023 May;251():115237. doi: 10.1016/j.ejmech.2023.115237.",1995916,404719099,129073603,,,36905915,Confirmatory,20250102,0,0,Active,0.114000,,,
383976819,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing rearranged during transfection kinase V804L-G810C incubated for 74 to 76 hrs by cell counting kit 8 method,Pralsetinib,,,,,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946842,440200762,129073603,483927624,,36308779,Confirmatory,20240503,0,0,Active,0.215000,,,
383976669,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing rearranged during transfection kinase V804L-G810R incubated for 74 to 76 hrs by cell counting kit 8 method,Pralsetinib,,,,,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946844,440200762,129073603,483927624,,36308779,Confirmatory,20240503,0,0,Active,0.241000,,,
383976720,,IC50,>,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing rearranged during transfection kinase G810C-CCDC6 incubated for 74 to 76 hrs by cell counting kit 8 method,Pralsetinib,,,,,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946836,440200762,129073603,483927624,,36308779,Confirmatory,20240503,0,0,Unspecified,0.261000,,,
385347563,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing CCDC6-RET-G810R incubated for 72 hrs by CCK8 assay,Pralsetinib,,,,,,,10.1016/j.ejmech.2023.115237,,35451621,"Wu K, He R, Li Z, Qiu K, Xiao G, Peng L, Meng X, Zheng C, Zhang Z, Cai Q. Discovery of 3,5-diaryl-1H-pyrazol-based ureas as potent RET inhibitors. European Journal of Medicinal Chemistry. 2023 May;251():115237. doi: 10.1016/j.ejmech.2023.115237.",1995917,404719099,129073603,,,36905915,Confirmatory,20250102,0,0,Active,0.358000,,,
381488144,,IC50,>,ChEMBL,Inhibition of RET G810R (unknown origin),Pralsetinib,,,,,,,10.1021/acs.jmedchem.0c02167,PMC9697126,21703593,"Saha D, Ryan KR, Lakkaniga NR, Acharya B, Garcia NG, Smith EL, Frett B. Targeting Rearranged during Transfection in Cancer: A Perspective on Small-Molecule Inhibitors and Their Clinical Development. J. Med. Chem. 2021 Aug 17;64(16):11747–73. doi: 10.1021/acs.jmedchem.0c02167.",1895765,482048853,129073603,,,34402300,Confirmatory,20230629,0,0,Unspecified,0.500000,,,
382870816,P07949,IC50,<,BindingDB,RET Wild Type Assay at KM from US Patent US10584114: 'Inhibitors of RET',Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,,,,,1804253,438643802,129073603,,5979,,Confirmatory,20241112,0,0,Active,0.500000,9606,,
382871928,P07949,IC50,<,BindingDB,RET V804L Gatekeeper Mutant Assay at KM from US Patent US10584114: 'Inhibitors of RET',Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,,,,,1804254,438643802,129073603,,5979,,Confirmatory,20241112,0,0,Active,0.500000,9606,,
383976530,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells expressing rearranged during transfection kinase G810R-CCDC6 incubated for 74 to 76 hrs by cell counting kit 8 method,Pralsetinib,,,,,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946837,440200762,129073603,483927624,,36308779,Confirmatory,20240503,0,0,Active,0.575000,,,
385348478,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells incubated for 72 hrs by CCK8 assay,Pralsetinib,,,,,,,10.1016/j.ejmech.2023.115237,,35451621,"Wu K, He R, Li Z, Qiu K, Xiao G, Peng L, Meng X, Zheng C, Zhang Z, Cai Q. Discovery of 3,5-diaryl-1H-pyrazol-based ureas as potent RET inhibitors. European Journal of Medicinal Chemistry. 2023 May;251():115237. doi: 10.1016/j.ejmech.2023.115237.",1995918,404719099,129073603,,,36905915,Confirmatory,20250102,0,0,Active,1.040000,,,
383976801,,IC50,=,ChEMBL,Antiproliferative activity against mouse BaF3 cells incubated for 74 to 76 hrs by cell counting kit 8 method,Pralsetinib,,,,,,,10.1016/j.ejmech.2022.114862,,35235592,"Zhang Y, Chan S, He R, Liu Y, Song X, Tu Z, Ren X, Zhou Y, Zhang Z, Wang Z, Zhou F, Ding K. 1-Methyl-3-((4-(quinolin-4-yloxy)phenyl)amino)-1H-pyrazole-4-carboxamide derivatives as new rearranged during Transfection (RET) kinase inhibitors capable of suppressing resistant mutants in solvent-front regions. European Journal of Medicinal Chemistry. 2022 Dec;244():114862. doi: 10.1016/j.ejmech.2022.114862.",1946838,440200762,129073603,483927624,,36308779,Confirmatory,20240503,0,0,Active,1.170000,,,
372230035,,GI50,=,ChEMBL,Cytotoxicity against mouse BaF3 cells assessed as reduction in cell proliferation measured after 48 hrs by MTS assay,Pralsetinib,,,,,147,,10.1016/j.ejmech.2020.112755,,21684558,"Li X, Su J, Yang Y, Lian W, Deng Z, Yang Z, Chen G, Zhang B, Dong C, Liu X, Li L, Wang Z, Hu Z, Xu Q, Deng X. Discovery of 4-methyl-N-(4-((4-methylpiperazin- 1-yl)methyl)-3-(trifluoromethyl)phenyl)-3-((6-(pyridin-3-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-yl)-oxy)benzamide as a potent inhibitor of RET and its gatekeeper mutant. European Journal of Medicinal Chemistry. 2020 Dec;207():112755. doi: 10.1016/j.ejmech.2020.112755.",1704863,440200762,129073603,483927624,,32882611,Confirmatory,20220830,0,0,Active,1.266000,,,
382871107,P07949,IC50,,BindingDB,RET Wild Type Assay at KM from US Patent US10584114: 'Inhibitors of RET',Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,,,,,1804253,438643801,129073603,,5979,,Confirmatory,20241112,0,0,Active,6.000000,9606,,
382871816,P07949,IC50,,BindingDB,RET V804L Gatekeeper Mutant Assay at KM from US Patent US10584114: 'Inhibitors of RET',Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,,,,,1804254,438643801,129073603,,5979,,Confirmatory,20241112,0,0,Active,6.000000,9606,,
374231874,,Cp,=,ChEMBL,"Drug level in plasma of mouse transplanted with mouse KIF5B-RET Ba/F3 cells at 10 mg/kg, po qd for 10 days measured after 8.5 hrs",Pralsetinib,,,,,147,Plasma,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776975,440200762,129073603,483927624,,34058344,Confirmatory,20230629,0,0,Active,6.315000,,,1969
384515827,,IC50 relative,=,ChEMBL,Cytotoxicity activity against human HepG2 cells assessed by CellTiter-Glo luminescent cell viability assay.,Pralsetinib,,,,,27,,,,,,1962016,440200762,129073603,483927624,,,Confirmatory,20250102,0,0,Active,9.300000,,,
107160676,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the NCI-H226 Non-Small Cell Lung cell line,Pralsetinib,,,,,4004,,,,,,3,440795530,129073603,,,,Confirmatory,20250721,0,0,Active,,,,
107190028,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the A549/ATCC Non-Small Cell Lung cell line,Pralsetinib,,,,,23,,,,,,19,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
107129584,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the NCI-H522 Non-Small Cell Lung cell line,Pralsetinib,,,,,4027,,,,,,15,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
107066562,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the M14 Melanoma cell line,Pralsetinib,,,,,3858,,,,,,25,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
106856791,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the UACC-257 Melanoma cell line,Pralsetinib,,,,,4235,,,,,,33,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
107130174,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the HOP-92 Non-Small Cell Lung cell line,Pralsetinib,,,,,3749,,,,,,13,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
107210226,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the NCI-H460 Non-Small Cell Lung cell line,Pralsetinib,,,,,431,,,,,,7,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
106807407,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the DU-145 Prostate cell line,Pralsetinib,,,,,94,,,,,,43,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
107034010,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-2 Melanoma cell line,Pralsetinib,,,,,59,,,,,,35,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
106694152,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the PC-3 Prostate cell line,Pralsetinib,,,,,35,,,,,,41,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109600990,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the RPMI-8226 Leukemia cell line,Pralsetinib,,,,,14,,,,,,113,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
106959374,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-28 Melanoma cell line,Pralsetinib,,,,,498,,,,,,39,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109478388,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the CAKI-1 Renal cell line,Pralsetinib,,,,,216,,,,,,131,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
106996432,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the SK-MEL-5 Melanoma cell line,Pralsetinib,,,,,499,,,,,,37,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109516016,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the MOLT-4 Leukemia cell line,Pralsetinib,,,,,13,,,,,,123,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
107807824,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-231/ATCC Breast cell line,Pralsetinib,,,,,53,,,,,,95,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109576810,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the CCRF-CEM Leukemia cell line,Pralsetinib,,,,,191,,,,,,119,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109699624,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the SK-OV-3 Ovarian cell line,Pralsetinib,,,,,504,,,,,,103,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
107728047,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the HS 578T Breast cell line,Pralsetinib,,,,,310,,,,,,97,440795530,129073603,,,,Confirmatory,20250721,0,0,Active,,,,
108157222,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the HCC-2998 Colon cell line,Pralsetinib,,,,,3729,,,,,,77,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
374231608,,,,ChEMBL,"AUC in mouse plasma at 10 mg/kg, po",Pralsetinib,,,,,,Plasma,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776966,440200762,129073603,483927624,,34058344,Literature-derived,20230629,0,0,Unspecified,,,,1969
109632641,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the OVCAR-4 Ovarian cell line,Pralsetinib,,,,,4087,,,,,,105,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109609367,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the OVCAR-8 Ovarian cell line,Pralsetinib,,,,,4089,,,,,,109,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109637633,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the OVCAR-5 Ovarian cell line,Pralsetinib,,,,,4088,,,,,,107,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109757981,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the OVCAR-3 Ovarian cell line,Pralsetinib,,,,,437,,,,,,99,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
374169808,,,,ChEMBL,"Toxicity in mouse transplanted with mouse KIF5B-RET Ba/F3 cells assessed as change in body weight at 10 mg/kg, po bid for 10 days relative to control",Pralsetinib,,,,,147,,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776970,440200762,129073603,483927624,,34058344,Literature-derived,20220830,0,0,Unspecified,,,,
374169848,,,,ChEMBL,Intrinsic clearance in human liver microsomes,Pralsetinib,,,,,,Liver,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776974,440200762,129073603,483927624,,34058344,Literature-derived,20220830,0,0,Unspecified,,,,2107
374170038,,,,ChEMBL,"Antitumor activity against mouse KIF5B-RET BaF3 cells xenografted in nu/nu mouse assessed as tumour growth inhibition at 10 mg/kg, po qd for 10 days",Pralsetinib,,,,,147,,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776968,440200762,129073603,483927624,,34058344,Literature-derived,20220830,0,0,Active,,,,
374170346,,,,ChEMBL,Oral bioavailability in mouse,Pralsetinib,,,,,,,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776967,440200762,129073603,483927624,,34058344,Literature-derived,20220830,0,0,Unspecified,,,,
109840391,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the SN12C Renal cell line,Pralsetinib,,,,,4163,,,,,,145,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109914753,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-435 Breast cell line,Pralsetinib,,,,,394,,,,,,85,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
374171086,,,,ChEMBL,Volume of distribution in mouse,Pralsetinib,,,,,,,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776965,440200762,129073603,483927624,,34058344,Literature-derived,20220830,0,0,Unspecified,,,,
374171270,,,,ChEMBL,Clearance in mouse,Pralsetinib,,,,,,,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776964,440200762,129073603,483927624,,34058344,Literature-derived,20220830,0,0,Unspecified,,,,
392014770,Q8JUX6,Potency,,National Center for Advancing Translational Sciences (NCATS),Primary qHTS for inhibitors of NSP2Pro chikungunya virus (CHIKV),Pralsetinib,Polyprotein P1234 (Chikungunya virus strain S27-African prototype),/protein/Q8JUX6,2.1.1.-|2.7.7.-|2.7.7.19|2.7.7.48|3.1.3.84|3.4.22.-|3.6.1.15|3.6.1.74|3.6.4.13,Q8JUX6,,,,,,,1964107,504066034,129073603,,,,Confirmatory,20250718,1,0,Inactive,,371094,,
109851063,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the NCI/ADR-RES Breast cell line,Pralsetinib,,,,,3912,,,,,,93,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
374170465,,,,ChEMBL,Intrinsic clearance in mouse liver microsomes,Pralsetinib,,,,,,Liver,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776963,440200762,129073603,483927624,,34058344,Literature-derived,20220830,0,0,Unspecified,,,,2107
374170551,,,,ChEMBL,"Drug level in tumor of mouse transplanted with mouse KIF5B-RET Ba/F3 cells at 10 mg/kg, po qd for 10 days measured after 8.5 hrs",Pralsetinib,,,,,147,Neoplasm,10.1016/j.bmcl.2021.128149,,2007155,"Luo Z, Wang L, Fu Z, Shuai B, Luo M, Hu G, Chen J, Sun J, Wang J, Li J, Chen S, Zhang Y. Discovery and optimization of selective RET inhibitors via scaffold hopping. Bioorganic & Medicinal Chemistry Letters. 2021 Sep;47():128149. doi: 10.1016/j.bmcl.2021.128149.",1776976,440200762,129073603,483927624,,34058344,Literature-derived,20220830,0,0,Unspecified,,,,10000016
107061563,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the MALME-3M Melanoma cell line,Pralsetinib,,,,,3901,,,,,,29,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109408038,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the RXF 393 Renal cell line,Pralsetinib,,,,,4132,,,,,,133,440795530,129073603,,,,Confirmatory,20250721,0,0,Active,,,,
109222744,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the 786-0 Renal cell line,Pralsetinib,,,,,3514,,,,,,137,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109421248,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the A498 Renal cell line,Pralsetinib,,,,,3519,,,,,,129,440795530,129073603,,,,Confirmatory,20250721,0,0,Active,,,,
107085747,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the LOX IMVI Melanoma cell line,Pralsetinib,,,,,3844,,,,,,23,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
381488124,P07949,,,ChEMBL,"Potency index, ratio of -agerafenib IC50 to test compound IC50 for inhibition of wildtype RET ((unknown origin)",Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,10.1021/acs.jmedchem.0c02167,PMC9697126,21703593,"Saha D, Ryan KR, Lakkaniga NR, Acharya B, Garcia NG, Smith EL, Frett B. Targeting Rearranged during Transfection in Cancer: A Perspective on Small-Molecule Inhibitors and Their Clinical Development. J. Med. Chem. 2021 Aug 17;64(16):11747–73. doi: 10.1021/acs.jmedchem.0c02167.",1895763,482048853,129073603,,5979,34402300,Literature-derived,20230629,0,0,Unspecified,,9606,,
381488346,P07949,,,ChEMBL,"Potency index, ratio of cabozantinib IC50 to test compound IC50 for inhibition of wildtype RET ((unknown origin)",Pralsetinib,RET - ret proto-oncogene (human),/gene/5979,2.7.10.1,P07949,,,10.1021/acs.jmedchem.0c02167,PMC9697126,21703593,"Saha D, Ryan KR, Lakkaniga NR, Acharya B, Garcia NG, Smith EL, Frett B. Targeting Rearranged during Transfection in Cancer: A Perspective on Small-Molecule Inhibitors and Their Clinical Development. J. Med. Chem. 2021 Aug 17;64(16):11747–73. doi: 10.1021/acs.jmedchem.0c02167.",1895761,482048853,129073603,,5979,34402300,Literature-derived,20230629,0,0,Unspecified,,9606,,
107088365,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the EKVX Non-Small Cell Lung cell line,Pralsetinib,,,,,3658,,,,,,21,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
107036329,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the UACC-62 Melanoma cell line,Pralsetinib,,,,,4236,,,,,,31,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
107256782,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the NCI-H23 Non-Small Cell Lung cell line,Pralsetinib,,,,,4007,,,,,,1,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109522581,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the K-562 Leukemia cell line,Pralsetinib,,,,,4,,,,,,121,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109482097,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the HL-60(TB) Leukemia cell line,Pralsetinib,,,,,2,,,,,,125,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109564697,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the SR Leukemia cell line,Pralsetinib,,,,,4169,,,,,,115,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
397634140,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the MDA-MB-468 Non-Small Cell Lung cell line,Pralsetinib,,,,,,,,,,,2202373,440795530,129073603,,,,Confirmatory,20260120,0,0,Inactive,,,,
108653049,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the SF-295 Central Nervous System cell line,Pralsetinib,,,,,4149,,,,,,47,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
108786333,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the UO-31 Renal cell line,Pralsetinib,,,,,4367,,,,,,143,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
108603371,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the HT29 Colon cell line,Pralsetinib,,,,,298,,,,,,65,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
108800207,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the TK-10 Renal cell line,Pralsetinib,,,,,4230,,,,,,141,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
108635361,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the SNB-19 Central Nervous System cell line,Pralsetinib,,,,,507,,,,,,53,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
109193916,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the ACHN Renal cell line,Pralsetinib,,,,,3530,,,,,,139,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
107229483,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the HOP-62 Non-Small Cell Lung cell line,Pralsetinib,,,,,3748,,,,,,9,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
108357923,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the KM12 Colon cell line,Pralsetinib,,,,,3794,,,,,,73,440795530,129073603,,,,Confirmatory,20250721,0,0,Active,,,,
107994041,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the BT-549 Breast cell line,Pralsetinib,,,,,3555,,,,,,89,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
107957257,,,,DTP/NCI,NCI human tumor cell line growth inhibition assay. Data for the T-47D Breast cell line,Pralsetinib,,,,,525,,,,,,91,440795530,129073603,,,,Confirmatory,20250721,0,0,Inactive,,,,
