PubChem_Literature_ID_(PCLID),PMCID,DOI,PMID_(All),DOI_(All),PubChem_Data_Source,Publication_Type,Title,Abstract,Publication_Name,Author(s),Author_Affiliation(s),Language,Subject,URL,Image_used_as_thumbnail,Keywords,Citation,PubChem_CID,PubChem_SID,PubChem_AID,PubChem_Concept_ID,PubChem_Protein,PubChem_Gene,PubChem_Taxonomy,PubChem_Target_Taxonomy,PubChem_Pathway,PubChem_Pathway,PubChem_Cell,cellaccs,PubChem_Disease,PubChem_Reference_SID,PMID,Publication_Date
35842629,,10.58347/tml.2023.1680e,37418333,10.58347/tml.2023.1680e,PubChem,Journal Article,Two Drugs for RET-Altered Cancers (Retevmo and Gavreto),The oral kinase inhibitors selpercatinib (Retevmo – Lilly) and pralsetinib (Gavreto – Blueprint Medicines/Genentech) have been approved by the FDA for treatment of advanced or metastatic RET-mutant or RET fusion-positive cancers.,The Medical Letter on Drugs and Therapeutics,,,English,Pyrimidines; Proto-Oncogene Proteins c-ret/genetics; Protein Kinase Inhibitors; Humans; Thyroid Neoplasms*; Lung Neoplasms*; Neoplasms*/drug therapy,https://pubmed.ncbi.nlm.nih.gov/37418333,,"Gavreto, Retevmo, adverse effects, cabozantinib, dosage, drug interactions, efficacy, pralsetinib, safety, selpercatinib, thyroid cancer, vandetanib",Two drugs for RET-altered cancers (Retevmo and Gavreto). Med Lett Drugs Ther. 2023 Jul 10;65(1680):e129–31. doi: 10.58347/tml.2023.1680e. PMID: 37418333.,129073603,,,,,,,,,,,,,,37418333,20230710
748436983,,10.1007/s40278-023-42059-y,,10.1007/s40278-023-42059-y,Springer Nature,Journal Article,Pralsetinib-related tuberculosis,,Reactions Weekly,,,English,Medicine,https://doi.org/10.1007/s40278-023-42059-y,,,Pralsetinib-related tuberculosis. Reactions Weekly. 2023 Jul 01;1963(1):3. doi: 10.1007/s40278-023-42059-y.,129073603|135398735|135398743,341140394|341141592|438790727,,,,,,,,,,,,483926265|483927600|483927624,,20230701
35865555,,10.1007/s12010-023-04608-5,37392324,10.1007/s12010-023-04608-5,Springer Nature,Journal Article,"Virtual Screening, Molecular Docking, and Dynamic Simulations Revealed TGF-β1 Potential Inhibitors to Curtail Cervical Cancer Progression","Cervical cancer is one of the main causes of cancer death in women globally, and its epidemiology is similar to that of a low-infectious venereal illness. Many sexual partners and early age at first intercourse have been demonstrated to have a significant influence on risk. TGF-β1 is a multifunctional cytokine that is required for cervical carcinoma metastasis, tumor development, progression, and invasion. The TGF-β1 signaling system plays a paradoxical function in cancer formation, suppressing early-stage tumor growth while increasing tumor progression and metastasis. Importantly, TGF-β1 and TGF-β receptor 1 (TGF-βR1), two components of the TGF-β signaling system, are substantially expressed in a range of cancers, including breast cancer, colon cancer, gastric cancer, and hepatocellular carcinoma. The current study aims to investigate possible inhibitors targeting TGF-β1 using molecular docking and dynamic simulations. To target TGF-β1, we used anti-cancer drugs and small molecules. MVD was utilized for virtual screening, and the highest scoring compound was then subjected to MD simulations using Schrodinger software package v2017-1 (Maestro v11.1) to identify the most favorable lead interactions against TGF-β1. The Nilotinib compound has shown the least XP Gscore of -2.581 kcal/mol, 30ns MD simulations revealing that the Nilotinib- TGF-β1 complex possesses the lowest energy of -77784.917 kcal/mol. Multiple parameters, including Root Mean Square Deviation, Root Mean Square Fluctuation, and Intermolecular Interactions, were used to analyze the simulation trajectory. Based on the results; we conclude that the ligand nilotinib appears to be a promising prospective TGF-β1inhibitor for reducing TGF-β1 expression ad halting cervical cancer progression.",Applied Biochemistry and Biotechnology,"Pavan Kumar Poleboyina, Umakanth Naik, Akbar Pasha, Doneti Ravinder, Shivaji Bhanothu, Sneha Malleswari Poleboyina, Umamaheshwari Amineni, Smita C. Pawar",,English,"Molecular Docking Simulation; Humans; Female; Transforming Growth Factor beta1*/metabolism; Prospective Studies; Uterine Cervical Neoplasms*/drug therapy; Early Detection of Cancer; Chemistry and Material Science; Cell Line, Tumor",https://pubmed.ncbi.nlm.nih.gov/37392324,,"Anti-cancer drugs, Cervical cancer, Drug repurposing, Nilotinib, Small molecules, TGF-β1","Poleboyina PK, Naik U, Pasha A, Ravinder D, Bhanothu S, Poleboyina SM, Amineni U, Pawar SC. Virtual Screening, Molecular Docking, and Dynamic Simulations Revealed TGF-β1 Potential Inhibitors to Curtail Cervical Cancer Progression. Appl Biochem Biotechnol. 2024 Mar;196(3):1316–49. doi: 10.1007/s12010-023-04608-5. PMID: 37392324.",644241|9915743|71657455|129073603,341143085|341171390|354340311|438790727,,,,,,,,,,,,483927279|483927344|483927624|483929254,37392324,20230701
35797627,,10.1007/s11154-023-09818-0,37380825,10.1007/s11154-023-09818-0,PubChem|Springer Nature,Journal Article|Review,Management of radioiodine refractory differentiated thyroid cancer: the Latin American perspective,"Radioiodine (RAI) refractory differentiated thyroid cancer is an uncommon and challenging situation that requires a multidisciplinary approach to therapeutic strategies. The definition of RAI-refractoriness is usually a clear situation in specialized centers. However, the right moment for initiation of multikinase inhibitors (MKI), the time and availability for genomic testing, and the possibility of prescribing MKI and selective kinase inhibitors differ worldwide.Latin America (LA) refers to the territories of the world that stretch across two regions: North America (including Central America and the Caribbean) and South America, containing 8.5% of the world's population. In this manuscript, we critically review the current standard approach recommended for patients with RAI refractory differentiated thyroid cancer, emphasizing the challenges faced in LA. To achieve this objective, the Latin American Thyroid Society (LATS) convened a panel of experts from Brazil, Argentina, Chile, and Colombia. Access to MKI compounds continues to be a challenge in all LA countries. This is true not only for MKI but also for the new selective tyrosine kinase inhibitor, which will also require genomic testing, that is not widely available. Thus, as precision medicine advances, significant disparities will be made more evident, and despite efforts to improve coverage and reimbursement, molecular-based precision medicine remains inaccessible to most of the LA population. Efforts should be undertaken to alleviate the discrepancies between the current state-of-the-art care for RAI-refractory differentiated thyroid cancer and the present situation in Latin America.",Reviews in Endocrine and Metabolic Disorders,"Fabian Pitoia, Rafael Selbach Scheffel, Ines Califano, Alicia Gauna, Hernán Tala, Fernanda Vaisman, Alejandro Roman Gonzalez, Ana Oliveira Hoff, Ana Luiza Maia",,English,Iodine Radioisotopes*/therapeutic use; Brazil; Humans; Thyroid Neoplasms*; Protein Kinase Inhibitors/therapeutic use; Latin America; Medicine,https://pubmed.ncbi.nlm.nih.gov/37380825,,"Latin America, Multikinase inhibitors, Radioiodine refractory, Target therapy, Thyroid cancer","Pitoia F, Scheffel RS, Califano I, Gauna A, Tala H, Vaisman F, Gonzalez AR, Hoff AO, Maia AL. Management of radioiodine refractory differentiated thyroid cancer: the Latin American perspective. Rev Endocr Metab Disord. 2024 Feb;25(1):109–21. doi: 10.1007/s11154-023-09818-0. PMID: 37380825.",167196|406563|9823820|25102847|25141092|42611257|44462760|46188928|50992434|129073603|134436906,341141089|341142581|341142599|341142605|341143133|341186753|341412949|354348795|438790727|438790728,,,,,,,,,,,,481107592|483927445|483927624|483927890|483928135|483928261|483928292|483928326|483928975|483929222,37380825,20230629
35940038,PMC10345067,10.1007/s11523-023-00974-6,37347391,10.1007/s11523-023-00974-6,Springer Nature,Journal Article,Clinical Characteristics and Responses to Immune Checkpoint Inhibitors in RET-Aberrant Digestive Tract Tumours,"BACKGROUND: RET plays an oncogenic role, and its aberrations are potentially actionable. However, they have seldom been reported in tumours other than lung or thyroid cancers. The correlation of RET aberrations with clinical characteristics, co-occurring aberrations, and responses to immune checkpoint inhibitors (ICPi) have not been explored in digestive tract tumours. OBJECTIVES: The aim of the study was to elucidate the clinical characteristics, frequently co-altered genes, and treatment responses in RET-aberrant digestive tract tumours. PATIENTS AND METHODS: We retrospectively evaluated patients with digestive tract cancers for RET-aberrant tumours via FoundationOne CDx tumour-based selected genome sequencing from Jan 2016 to Jan 2021. RESULTS: In a median follow-up time of 51 months, a total of 453 patients were analysed. RET-aberrant tumours accounted for 4.4% in the studied population (n = 20), and 1.1% had an oncogenic fusion (n = 5). APC, KRAS, TP53, MSH6 and STK11 were the differentially co-altered genes (all false discovery rates <0.05). The presence of RET aberrations alone was not a significant prognostic factor. Eleven patients with RET-aberrant tumours received ICPi-based treatment and none achieved an objective response. In contrast, 47 patients with non-aberrant tumours received ICPi treatment and had an objective response rate of 27.7% and a significantly longer treatment duration (6.2 vs 2.8 months, p = 0.0008). CONCLUSIONS: Albeit rarely, RET aberrations can be found in digestive tract tumours. Patients with RET-aberrant tumours have a blunted response to ICPi and a comparable prognosis as compared with RET-wild type tumours. Together, these results provide insights into this rare but potentially actionable target in digestive tract tumours.",Targeted Oncology,"Chih-Chieh Yen, Yu-Min Yeh, Hsuan-Yi Huang, Yu-Lin Ting, Pei-An Fu, Tzu-Chien Lin, I-Ting Liu, Chia-Jui Yen",,English,Lung Neoplasms*/drug therapy; Prognosis; Proto-Oncogene Proteins c-ret/genetics/therapeutic use; Gastrointestinal Neoplasms*/drug therapy; Medicine; Humans; Retrospective Studies; Immune Checkpoint Inhibitors/pharmacology/therapeutic use,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10345067,,,"Yen CC, Yeh YM, Huang HY, Ting YL, Fu PA, Lin TC, Liu IT, Yen CJ. Clinical Characteristics and Responses to Immune Checkpoint Inhibitors in RET-Aberrant Digestive Tract Tumours. Target Oncol. 2023 Jul;18(4):611–23. PMID: 37347391; PMCID: PMC10345067.",129073603|134436906,438790727|438790728,,,,,,,,,,,,483927624|483928975,37347391,20230622
750895473,,10.1007/s40278-023-40875-z,,10.1007/s40278-023-40875-z,Springer Nature,Journal Article,Antineoplastics,,Reactions Weekly,,,English,Medicine,https://doi.org/10.1007/s40278-023-40875-z,,,Antineoplastics. Reactions Weekly. 2023 Jun 10;1960(1):47. doi: 10.1007/s40278-023-40875-z.,36314|60750|5310940|129073603,341139702|341139714|341139751|438790727,,,,,,,,,,,,481107436|483926560|483927624|516568056,,20230610
35717910,,10.1002/cncr.34897,37282666,10.1002/cncr.34897,PubChem,"Journal Article|Research Support, Non-U.S. Gov't",Efficacy and safety of pralsetinib in patients with advanced RET fusion‐positive non–small cell lung cancer,"Abstract: Background: Pralsetinib is a potent, selective RET inhibitor targeting oncogenic RET alterations. As part of the global, phase 1/2 ARROW trial (NCT03037385), the efficacy and safety of pralsetinib in Chinese patients with advanced RET fusion‐positive non–small cell lung cancer (NSCLC) were evaluated.Methods: Adult patients with advanced, RET fusion–positive NSCLC with or without prior platinum‐based chemotherapy were enrolled into two cohorts receiving 400‐mg once‐daily oral pralsetinib. Primary end points were objective response rates assessed by blinded independent central review and safety.Results: Of 68 patients enrolled, 37 had received prior platinum‐based chemotherapy (48.6% with ≥3 prior systemic regimens) and 31 were treatment‐naïve. As of March 4, 2022 (data cutoff), of the patients with measurable lesions at baseline, a confirmed objective response was observed in 22 (66.7%; 95% confidence interval [CI], 48.2–82.0) of 33 pretreated patients, including 1 (3.0%) complete response and 21 (63.6%) partial responses; and in 25 (83.3%; 95% CI, 65.3–94.4) of 30 treatment‐naïve patients, including two (6.7%) complete responses and 23 (76.7%) partial responses. Median progression‐free survival was 11.7 months (95% CI, 8.7–not estimable) in pretreated patients and 12.7 months (95% CI, 8.9–not estimable) in treatment‐naïve patients. The most common grade 3/4 treatment‐related adverse events in 68 patients were anemia (35.3%) and decreased neutrophil count (33.8%). Eight (11.8%) patients discontinued pralsetinib because of treatment‐related adverse events.Conclusion: Pralsetinib showed robust and durable clinical activity with a well‐tolerated safety profile in Chinese patients with RET fusion‐positive NSCLC.Clinical trial registration: NCT03037385.",Cancer,"Qing Zhou, Jun Zhao, Jianhua Chang, Huijie Wang, Yun Fan, Ke Wang, Gang Wu, Weiqi Nian, Yuping Sun, Meili Sun, Xiangcai Wang, Huaqiu Shi, Xiangqian Zheng, Sheng Yao, Mengmeng Qin, Zhenwei Shen, Jason Yang, Yi‐Long Wu","Guangdong Lung Cancer Institute Guangdong Provincial People's Hospital Guangdong Academy of Medical Sciences Guangzhou China Beijing Cancer Hospital Beijing China Fudan University Shanghai Cancer Center Shanghai China Zhejiang Cancer Hospital Hangzhou China West China Hospital Sichuan University Chengdu China Union Hospital Tongji Medical College Huazhong University of Science and Technology Wuhan China Chongqing Cancer Hospital Chongqing China Jinan Central Hospital Jinan China First Affiliated Hospital of Gannan Medical University Ganzhou China Tianjin Medical University Cancer Institute & Hospital Tianjin China CStone Pharmaceuticals (Su Zhou) Co., Ltd. Suzhou China",English,"Humans; Pyridines/therapeutic use; Pyrazoles/therapeutic use; Carcinoma, Non-Small-Cell Lung*/drug therapy/genetics; Protein Kinase Inhibitors/adverse effects; Lung Neoplasms*/drug therapy/genetics; Proto-Oncogene Proteins c-ret; Adult",https://pubmed.ncbi.nlm.nih.gov/37282666,,"Non-small cell lung cancer, Pralsetinib, RET fusion, RET inhibitor, Targeted therapy","Zhou Q, Zhao J, Chang J, Wang H, Fan Y, Wang K, Wu G, Nian W, Sun Y, Sun M, Wang X, Shi H, Zheng X, Yao S, Qin M, Shen Z, Yang J, Wu YL. Efficacy and safety of pralsetinib in patients with advanced RET fusion-positive non-small cell lung cancer. Cancer. 2023 Oct 15;129(20):3239–51. doi: 10.1002/cncr.34897. PMID: 37282666.",581866|129073603,,,,,,,,,,,,,,37282666,20230606
748073947,,10.1007/s40278-023-40730-5,,10.1007/s40278-023-40730-5,Springer Nature,Journal Article,Pralsetinib,,Reactions Weekly,,,English,Medicine,https://doi.org/10.1007/s40278-023-40730-5,,,Pralsetinib. Reactions Weekly. 2023 Jun 03;1959(1):558. doi: 10.1007/s40278-023-40730-5.,129073603,438790727,,,,,,,,,,,,483927624,,20230603
35768166,PMC10232560,10.1007/s10585-023-10208-8,37219741,10.1007/s10585-023-10208-8,Springer Nature,"Journal Article|Research Support, Non-U.S. Gov't","Clinical characteristics, treatment, and long-term outcome of patients with brain metastases from thyroid cancer","Abstract: Brain metastases (BM) in patients with thyroid cancer (TC) are rare with an incidence of 1% for papillary and follicular, 3% for medullary and up to 10% for anaplastic TC (PTC, FTC, MTC and ATC). Little is known about the characteristics and management of BM from TC. Thus, we retrospectively analyzed patients with histologically verified TC and radiologically verified BM identified from the Vienna Brain Metastasis Registry. A total of 20/6074 patients included in the database since 1986 had BM from TC and 13/20 were female. Ten patients had FTC, 8 PTC, one MTC and one ATC. The median age at diagnosis of BM was 68 years. All but one had symptomatic BM and 13/20 patients had a singular BM. Synchronous BM at primary diagnosis were found in 6 patients, while the median time to BM diagnosis was 13 years for PTC (range 1.9–24), 4 years for FTC (range 2.1–41) and 22 years for the MTC patient. The overall survival from diagnosis of BM was 13 months for PTC (range 1.8–57), 26 months for FTC (range 3.9–188), 12 years for the MTC and 3 months for the ATC patient. In conclusion, development of BM from TC is exceedingly rare and the most common presentation is a symptomatic single lesion. While BM generally constitute a poor prognostic factor, individual patients experience long-term survival following local therapy.",Clinical & Experimental Metastasis,"Ladislaia Wolff, Ariane Steindl, Petar Popov, Karin Dieckmann, Brigitte Gatterbauer, Georg Widhalm, Anna Sophie Berghoff, Matthias Preusser, Markus Raderer, Barbara Kiesewetter",,English,"Retrospective Studies; Biomedical and Life Sciences; Aged; Humans; Female; Thyroid Neoplasms*/therapy; Male; Carcinoma, Papillary*/diagnosis/pathology; Adenocarcinoma, Follicular*/diagnosis/pathology",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10232560,,"Anaplastic thyroid cancer, Brain metastases, Follicular, Medullary, Papillary, Real world data","Wolff L, Steindl A, Popov P, Dieckmann K, Gatterbauer B, Widhalm G, Berghoff AS, Preusser M, Raderer M, Kiesewetter B. Clinical characteristics, treatment, and long-term outcome of patients with brain metastases from thyroid cancer. Clin Exp Metastasis. 2023 May 23;40(3):217–26. doi: 10.1007/s10585-023-10208-8.",5394|31703|9823820|25141092|46188928|129073603|134436906,341139564|341141709|341186753|341412949|354348795|438790727|438790728,,,,,,,,,,,,481107120|483927445|483927624|483928292|483928975|483929222|504687745,37219741,20230523
752066263,,10.1007/s40278-023-39130-7,,10.1007/s40278-023-39130-7,Springer Nature,Journal Article,PRAC meeting highlights May 2023: hydroxyprogesterone review initiated,,Reactions Weekly,,,English,Medicine,https://doi.org/10.1007/s40278-023-39130-7,,,PRAC meeting highlights May 2023: hydroxyprogesterone review initiated. Reactions Weekly. 2023 May 20;1957(1):5. doi: 10.1007/s40278-023-39130-7.,6238|11094963|119058036|129073603,341139676|341140284|341151120|341776601|438790727,,,,,,,,,,,,483925662|483925663|483927624|483928581,,20230520
35901532,,10.1007/s12020-023-03368-w,37195581,10.1007/s12020-023-03368-w,Springer Nature,Journal Article|Review,"Looking for RET alterations in thyroid cancer: clinical relevance, methodology and timing","PURPOSE: Thyroid carcinoma (TC) is a rare neoplasia of the endocrine system and account for about 2-3% of all human tumors. According to their cell origin and histological features, different histotypes of thyroid carcinoma are described. Genetic alterations involved in the pathogenesis of thyroid cancer have been described and it has been shown that alterations of the RET gene are common events in all TC hystotypes. Aim of this review is to give an overview of the relevance of RET alterations in TC and to provide indications, timing and methodologies, for RET genetic analysis. METHODS: A revision of the literature has been performed and indications for the experimental approach for the RET analysis have been reported. CONCLUSIONS: The analysis of RET mutations in TC has a very important clinical relevance for the early diagnosis of the hereditary forms of MTC, for the follow-up of TC patients and for the identification of those cases that can benefit from a specific treatment able to inhibit the effect of mutated RET.",Endocrine,"Rossella Elisei, Cristina Romei",,English,"Medicine; Carcinoma, Medullary*; Proto-Oncogene Mas; Thyroid Neoplasms*/genetics/diagnosis; Humans; Clinical Relevance; Proto-Oncogene Proteins c-ret/genetics; Mutation; Multiple Endocrine Neoplasia Type 2a*",https://pubmed.ncbi.nlm.nih.gov/37195581,,"Early diagnosis, Genetic screening, Personalized treatment, Prognosis, RET proto-oncogene, Thyroid carcinoma","Elisei R, Romei C. Looking for RET alterations in thyroid cancer: clinical relevance, methodology and timing. Endocrine. 2023 Aug;81(2):206–15. doi: 10.1007/s12020-023-03368-w. PMID: 37195581.",92851|406563|3081361|9823820|25102847|129073603|134436906,341139073|341141089|341143076|341143133|341186753|438790727|438790728,,,,,,,,,,,,481107592|481107755|483927624|483927890|483928975|483929222|483929251,37195581,20230517
35780979,PMC10601496,10.1038/s41571-023-00770-1,37188899,10.1038/s41571-023-00770-1,Springer Nature,"Journal Article|Review|Research Support, N.I.H., Extramural|Research Support, Non-U.S. Gov't",Cholangiocarcinoma — novel biological insights and therapeutic strategies,"In the past 5 years, important advances have been made in the scientific understanding and clinical management of cholangiocarcinoma (CCA). The cellular immune landscape of CCA has been characterized and tumour subsets with distinct immune microenvironments have been defined using molecular approaches. Among these subsets, the identification of 'immune-desert' tumours that are relatively devoid of immune cells emphasizes the need to consider the tumour immune microenvironment in the development of immunotherapy approaches. Progress has also made in identifying the complex heterogeneity and diverse functions of cancer-associated fibroblasts in this desmoplastic cancer. Assays measuring circulating cell-free DNA and cell-free tumour DNA are emerging as clinical tools for detection and monitoring of the disease. Molecularly targeted therapy for CCA has now become a reality, with three drugs targeting oncogenic fibroblast growth factor receptor 2 (FGFR2) fusions and one targeting neomorphic, gain-of-function variants of isocitrate dehydrogenase 1 (IDH1) obtaining regulatory approval. By contrast, immunotherapy using immune-checkpoint inhibitors has produced disappointing results in patients with CCA, underscoring the requirement for novel immune-based treatment strategies. Finally, liver transplantation for early stage intrahepatic CCA under research protocols is emerging as a viable therapeutic option in selected patients. This Review highlights and provides in-depth information on these advances.",Nature reviews. Clinical oncology,"Sumera I. Ilyas, Silvia Affo, Lipika Goyal, Angela Lamarca, Gonzalo Sapisochin, Ju Dong Yang, Gregory J. Gores",,English,"Humans; Cancer-Associated Fibroblasts*/metabolism; Cholangiocarcinoma*/therapy/drug therapy; Bile Ducts, Intrahepatic/pathology; Bile Duct Neoplasms*/genetics/therapy/pathology; Tumor Microenvironment; Immunotherapy; Medicine",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10601496,,,"Ilyas SI, Affo S, Goyal L, Lamarca A, Sapisochin G, Yang JD, Gores GJ. Cholangiocarcinoma — novel biological insights and therapeutic strategies. Nat Rev Clin Oncol. 2023 May 15;20(7):470–86. doi: 10.1038/s41571-023-00770-1.",60750|447905|5702198|23725625|25141092|46188928|46834118|50992434|51039094|53235510|54761306|67462786|71621331|71657455|86705695|118955396|129073603|134436906,341139396|341139751|341142581|341143310|341199281|341236920|341412949|354340311|354343703|354348795|378125447|385793408|438790548|438790656|438790727|438790728|439430596|440075540,,,,,,,,,,,,481108036|483927292|483927344|483927445|483927624|483927702|483927925|483928026|483928261|483928292|483928441|483928604|483928975|483929040|500767857|500775466|516568056,37188899,20230515
35725428,,10.1007/s12022-023-09764-2,37160531,10.1007/s12022-023-09764-2,Springer Nature,Journal Article|Review,Thyroid Nodules and Follicular Cell-Derived Thyroid Carcinomas in Children,"Although pediatric thyroid tumors have many similarities to those occurring in adults, significant differences are also recognized. For example, although thyroid nodules in children are much less common than in adults, a higher percentage is malignant. Moreover, while pediatric papillary thyroid carcinoma (PTC) is associated with more advanced disease, death due to disease in children and adolescents is very rare, even when distant metastases are present. Some subtypes of thyroid carcinoma, like diffuse sclerosing variant, are especially common in children and adolescents. Moreover, certain histologic findings, such as a tall cell morphology or increased mitotic activity, may not carry the same prognostic significance in children as in adults. Recent studies exploring the molecular underpinnings of pediatric thyroid carcinoma indicate that while driver alterations of thyroid tumorigenesis in children and adults are essentially the same, they occur at very different frequencies, with translocation-associated tumors (most commonly harboring RET and NTRK fusions) comprising a sizable and distinct group of pediatric PTC. DICER1 mutations, an infrequent mutation in adult thyroid tumors, are relatively frequent in pediatric encapsulated follicular-patterned thyroid tumors (with or without invasion or nuclear features of PTC). Additionally, tumor predisposition syndromes (most notably DICER1 syndrome and PTEN hamartoma tumor syndromes such as Cowden syndrome) should be considered in children with thyroid tumors, especially follicular-patterned thyroid tumors and poorly differentiated thyroid carcinoma. This review will explore the current state of knowledge of thyroid nodules and carcinomas in children and adolescents.",Endocrine Pathology,"Jonathan C. Slack, Monica Hollowell, Justine A. Barletta",,English,"Thyroid Nodule*/genetics; Ribonuclease III; Syndrome; Thyroid Neoplasms*/genetics/pathology; Humans; Adenocarcinoma, Follicular*/genetics; DEAD-box RNA Helicases; Thyroid Cancer, Papillary/genetics; Adult; Medicine; Adolescent; Child",https://pubmed.ncbi.nlm.nih.gov/37160531,,"DICER1, Fusion-associated papillary thyroid carcinoma, Nodules, Pediatric thyroid carcinoma","Slack JC, Hollowell M, Barletta JA. Thyroid Nodules and Follicular Cell-Derived Thyroid Carcinomas in Children. Endocr Pathol. 2023 Jun;34(2):165–75. doi: 10.1007/s12022-023-09764-2. PMID: 37160531.",5238|25141092|46188928|129073603|134436906,341141071|341412949|354348795|438790727|438790728,,,,,,,,,,,,481107578|483927445|483927624|483928292|483928975,37160531,20230509
35451621,,10.1016/j.ejmech.2023.115237,36905915,10.1016/j.ejmech.2023.115237,ChEMBL|PubChem,Journal Article,"Discovery of 3,5-diaryl-1H-pyrazol-based ureas as potent RET inhibitors","Rearranged during transfection (RET) is a promising target for antitumor drug development. Multikinase inhibitors (MKI) have been developed for RET-driven cancers but displayed limited efficacy in disease control. Two selective RET inhibitors were approved by FDA in 2020 and proved potent clinical efficacy. However, the discovery of novel RET inhibitors with high target selectivity and improved safety is still highly desirable. Herein, we reported a class of 3,5-diaryl-1H-pyrazol-based ureas as new RET inhibitors. The representative compounds 17a/b displayed high selectivity to other kinases, and potently inhibited isogenic BaF3-CCDC6-RET cells harboring wild-type, or gatekeeper mutation (V804M). They also displayed moderate potency against BaF3-CCDC6-RET-G810C with solvent-front mutation. Compound 17b showed better pharmacokinetics properties and demonstrated promising oral in vivo antitumor efficacy in a BaF3-CCDC6-RET-V804M xenograft model. It may be utilized as a new lead compound for further development.",European Journal of Medicinal Chemistry,"Kaifu Wu, Rui He, Zongyang Li, Kongxi Qiu, Guorong Xiao, Lijie Peng, Xiangbao Meng, Canhui Zheng, Zhang Zhang, Qian Cai",,English,Proto-Oncogene Proteins c-ret/genetics; Neoplasms*/drug therapy; Humans; Urea/therapeutic use; Antineoplastic Agents*/pharmacology/therapeutic use; Lung Neoplasms*/drug therapy; Protein Kinase Inhibitors/pharmacology/therapeutic use,https://pubmed.ncbi.nlm.nih.gov/36905915,,"3,5-Diaryl-1H-pyrazol-baed urea, Inhibitors, Kinase, Rearranged during transfaction (RET), Selectivity","Wu K, He R, Li Z, Qiu K, Xiao G, Peng L, Meng X, Zheng C, Zhang Z, Cai Q. Discovery of 3,5-diaryl-1H-pyrazol-based ureas as potent RET inhibitors. European Journal of Medicinal Chemistry. 2023 May;251():115237. doi: 10.1016/j.ejmech.2023.115237.",1176|129073603|155804485|156018503|156852072|156852073|156852075|156852076|156852077|156852081|156852082|156852087|156852089|156852091|156852095|156852096|156852098|166741279|168476110|172440363|172442287|172451387|172452481|172456892|172457969|172460733|172466153,,1995913|1995914|1995915|1995916|1995917|1995918|1995919|1995920|1995921|1995922|1995923|1995924|1995925|1995926|1995927|1995928|1995929|1995930|1995931|1995932|1995933|1995934|1995935|1995936|1995937|1995938|1995939|1995940|1995941|1995942|1995943|1995944|1995945|1995946,,P00533|P07333|P07949|P09619|P10721|P35546|P35968|Q08345,,9606|10090,,,,,,,,36905915,20230505
34770343,,10.1007/s00104-023-01824-x,36799965,10.1007/s00104-023-01824-x,Springer Nature,English Abstract|Journal Article|Review,[Hereditary medullary thyroid cancer],"Parafollicular C cells progress via C cell hyperplasia to medullary thyroid cancer (MTC), which can be present even in the first years of life in multiple endocrine neoplasia (MEN) type 2A and 2B patients. Basal calcitonin and carcinoembryonic antigen (CEA) are useful tumor markers for the diagnosis and monitoring. The prognosis depends on the stage when the disease is diagnosed and there is a good genotype-phenotype correlation with the RET proto-oncogene, which can be used for estimation of the risk. The risk-stratified prophylactic thyroidectomy plays a decisive role in the prognosis of known gene mutation carriers.","Chirurgie (Heidelberg, Germany)","V Fendrich, A Zahn","Klinik für Endokrine Chirurgie, Schön Klinik Eilbek, Dehnhaide 120, 22081, Hamburg, Deutschland. vfendrich@schoen-kliniken.de.",German,"Proto-Oncogene Mas; Multiple Endocrine Neoplasia Type 2a; Carcinoma, Medullary*/diagnosis/genetics/pathology/congenital; Humans; Proto-Oncogene Proteins c-ret/genetics; Thyroid Neoplasms*/diagnosis/genetics/pathology",https://pubmed.ncbi.nlm.nih.gov/36799965,,"Calcitonin, Genotype-phenotype correlation, MEN2, Prophylactic thyroidectomy, RET proto-oncogene","Fendrich V, Zahn A. [Hereditary medullary thyroid cancer]. Chirurgie (Heidelb). 2023 May;94(5):393–9. doi: 10.1007/s00104-023-01824-x. PMID: 36799965.",3081361|10982878|25102847|129073603|134436906,341140694|341143076|341143133|438790727|438790728,,,,,,,,,,,,481106975|483927624|483927890|483928975|483929251,36799965,20230500
